applications,seats,placements_pct,ad_budget,courses,annual_fees,last_year_admissions,admissions
3000,2045,79.3,397779,9,146259,1389,1790
2148,1746,80.5,323821,12,130942,1608,1473
1793,1630,75.9,291305,7,156068,1277,1187
3000,2087,79.4,232259,9,100703,1403,1647
2573,1724,65.4,271337,6,137487,1575,1189
1178,854,78.7,148278,12,225083,620,650
1782,1599,81.8,329737,6,81641,1050,1287
2672,1577,74.1,106330,11,101404,1089,1250
1957,961,77.2,214218,6,96895,815,762
1908,886,69.1,617675,5,145538,836,689
1471,854,68.0,314338,8,249473,584,624
3000,2001,79.7,561131,7,105338,1578,1739
2592,2172,72.2,596157,5,100459,1530,1912
3000,1831,63.8,498453,8,235135,1599,1513
2477,1632,69.1,770262,7,229359,1119,1344
1966,1112,70.3,95437,11,80642,803,930
2380,1558,84.2,611830,7,206549,1105,1236
1694,1242,79.4,770326,7,189706,1013,1112
1357,1127,71.0,700836,6,209355,1028,881
2715,1877,73.3,200883,6,161538,1508,1376
1882,1560,88.5,315311,6,248491,1041,1205
2669,2062,85.5,204165,7,82673,1689,1594
3000,2052,69.1,512942,10,116015,1825,1757
2189,1378,87.3,592775,12,144396,950,1096
3000,1874,77.4,308293,7,153711,1259,1424
3000,1806,84.4,468445,12,236239,1276,1542
3000,2087,76.7,577463,12,173001,1824,1806
1558,895,87.5,383365,6,82894,741,653
3000,1911,68.7,694891,7,146376,1552,1499
2775,1901,76.0,635516,6,147886,1378,1392
3000,2111,87.7,126559,6,243961,1583,1556
2998,1943,58.9,527210,6,179859,1826,1479
2968,1613,77.6,249434,11,186239,1165,1344
2387,1290,74.9,481413,11,199819,1187,927
1810,1251,83.5,768960,10,209757,1031,1121
1202,964,86.6,712925,8,186134,662,791
1762,981,83.8,371252,12,116509,775,802
1574,1268,79.9,289890,7,227958,1185,1049
2967,1709,78.3,248772,5,203121,1325,1448
2857,1534,75.3,463411,6,204827,1394,1194
3000,1622,79.7,162259,10,249397,1179,1238
3000,1743,89.7,475478,5,215442,1431,1407
1660,806,71.4,80960,11,220101,728,604
1863,1129,74.8,313172,8,241496,1046,814
2996,1574,77.4,238353,7,101448,1253,1244
1692,950,86.0,779278,12,162102,800,813
2491,1908,79.8,603614,12,176599,1242,1614
1067,946,85.9,331750,11,132623,687,843
2422,1714,86.3,146848,10,221896,1257,1343
3000,2108,82.7,452096,6,208423,1429,1618
2666,1499,69.5,233682,6,201155,1100,1135
1793,881,91.3,466229,12,249501,658,768
1728,1313,89.3,681461,6,120392,1235,1092
1998,1614,78.5,523371,12,203705,1373,1289
3000,1508,66.9,536328,10,171496,1173,1125
1883,1545,65.5,469542,11,129773,1462,1278
2963,1822,80.0,747631,5,103103,1268,1451
2627,1506,72.4,750970,8,231780,1194,1385
2153,1270,64.3,449161,7,179205,1072,981
2320,1942,65.4,300147,12,219363,1295,1460
1389,1195,74.2,410903,8,170435,1034,912
1289,1060,79.6,214322,11,113496,721,840
2798,1604,89.2,538168,6,134071,1110,1273
2944,1733,81.9,440066,8,141769,1209,1364
2821,2079,74.9,154376,5,245264,1931,1624
3000,1704,81.0,222306,9,75986,1457,1274
3000,2049,80.3,425335,11,247492,1735,1738
2149,1876,83.9,719064,9,246581,1532,1660
2866,1739,77.7,487801,7,249326,1283,1474
3000,1653,86.3,570705,7,158403,1382,1414
3000,2187,84.6,324101,8,243667,1691,1550
3000,2103,78.7,491416,7,144230,1459,1573
2471,1392,77.0,402113,11,79602,1193,1052
3000,1513,85.4,554574,10,114261,1042,1270
3000,1981,72.3,116414,12,240427,1401,1540
2492,1431,65.9,435176,5,77409,1281,1038
1633,858,65.9,293115,6,170549,728,659
1392,927,71.6,314853,6,88230,778,750
2771,1535,83.3,771861,12,125119,1190,1281
2451,1520,74.6,211540,8,90416,1169,1121
2537,1938,79.6,304097,6,225418,1661,1623
3000,2032,74.0,447123,8,178437,1772,1535
2269,1325,74.1,701379,12,232869,1064,1161
1973,1320,69.8,380002,7,195462,1242,1116
2840,1351,77.3,615583,12,244930,1265,1086
1163,1036,76.6,696589,7,164229,802,793
3000,2104,81.3,303212,10,186774,1886,1662
2537,2182,80.3,362780,10,175854,1774,1749
3000,2024,76.4,336720,5,159746,1626,1513
3000,2101,66.0,679656,12,223043,1400,1959
3000,2058,86.6,111930,6,187792,1692,1640
2383,1293,77.3,302063,11,215230,1190,1001
1233,803,78.6,569174,10,212614,710,615
2830,1465,90.8,487119,12,108433,1298,1262
1985,1241,85.3,394128,5,188779,866,1025
1286,828,81.6,468763,9,109938,627,758
3000,1932,78.0,222261,10,177081,1391,1535
1939,1409,77.9,390116,5,193551,1049,1088
1977,1604,79.9,441226,8,249516,1321,1207
1523,874,81.3,728856,8,80345,664,766
3000,1637,91.7,267801,5,90967,1339,1403
2984,1969,97.8,704837,7,88480,1539,1531
1083,927,80.3,543854,9,144713,682,761
1239,841,60.8,94645,5,218778,571,567
3000,2179,70.4,601735,10,222710,1999,1640
1074,840,92.5,105597,7,203971,549,723
3000,1733,83.7,798114,5,231954,1127,1562
1831,833,81.4,708298,6,131500,748,687
2938,1840,76.7,294087,10,90427,1746,1456
2945,1976,68.5,265336,10,85177,1715,1509
2769,1797,91.4,354638,8,224123,1176,1370
1701,1387,71.4,336440,6,202826,996,1026
2364,1141,83.8,348083,6,197258,1074,974
1286,826,67.6,309159,12,134443,737,633
3000,2110,76.3,527216,12,141483,1730,1800
2638,1445,85.9,198270,10,242670,1042,1129
2427,1530,76.0,689107,9,86166,1001,1199
1753,967,75.1,664930,11,210403,635,885
1645,1409,78.1,423068,12,129186,1175,992
2129,1067,67.3,693966,7,81835,701,988
3000,1620,65.8,257944,8,204950,1536,1343
2274,1254,83.7,92647,6,132910,884,984
3000,1705,74.6,525830,8,201376,1472,1364
2180,1721,83.7,409695,10,198840,1199,1367
2893,1780,86.9,488358,7,168588,1445,1491
2645,1501,87.6,727524,5,211040,1012,1297
2493,1433,65.0,778346,6,176682,1261,1122
1432,929,72.4,536806,7,125161,767,755
2677,1819,82.3,630120,11,203470,1229,1569
2710,2186,82.4,140342,8,178099,1977,1646
2477,1618,96.0,195715,10,77227,1317,1498
1908,1492,70.7,607907,7,232788,1382,1193
3000,2115,87.3,390583,5,170488,1956,1506
2917,2194,81.0,401095,12,227010,2032,1684
1855,1593,64.9,302198,12,229479,1073,1292
1414,828,73.6,517297,7,152869,568,644
1664,948,80.1,213319,10,163840,897,711
3000,2119,64.4,531380,8,147757,1687,1834
1405,810,61.4,205135,6,153651,584,617
2183,1475,63.9,125955,11,231651,1299,1076
3000,1936,80.1,317858,11,212925,1412,1300
1671,986,74.1,246421,6,97142,856,796
1907,1606,73.0,720074,9,181804,1447,1332
2658,1543,73.3,119566,8,249284,1366,1286
3000,2050,66.6,207162,11,179221,1501,1472
3000,2133,74.3,475078,9,212528,1643,1683
1279,897,63.4,426368,9,209586,694,718
1074,854,87.5,113013,10,136306,681,721
1801,1422,91.5,85222,10,140074,996,1133
2306,1463,59.4,791409,10,201713,1150,1170
2733,1557,74.2,554361,5,162497,1251,1367
1432,1205,74.8,343092,8,174850,975,921
1852,868,76.6,418711,6,199759,778,713
3000,2135,86.0,271916,8,211076,1719,1779
3000,2112,74.3,328309,10,122515,1519,1842
3000,1550,77.3,547312,5,100689,1316,1304
2342,1971,98.0,715624,8,126064,1753,1932
3000,2067,77.1,212574,8,163819,1542,1595
3000,1757,92.1,685060,9,134875,1482,1556
2341,1164,82.0,167521,8,174463,808,892
2513,1281,73.6,234794,9,84357,964,1040
1405,1000,72.2,106766,9,164206,923,773
2035,953,77.9,181385,7,139397,880,801
1078,872,69.0,740458,10,168567,717,744
3000,1512,71.1,410796,11,148943,1301,1205
2374,1095,74.6,135919,5,124740,992,857
2383,1840,80.3,771003,9,233219,1725,1502
3000,2040,92.6,712874,8,107334,1626,1816
1000,860,74.1,623371,9,194239,704,679
2687,1738,81.7,752100,9,236813,1346,1370
1403,841,65.0,238493,9,169267,565,603
1433,824,86.5,682186,6,228371,640,653
3000,1862,64.2,576794,11,96849,1652,1479
1711,930,84.4,706227,11,161413,829,774
3000,2052,77.4,653776,6,154979,1883,1689
1806,907,77.0,329476,6,76421,604,709
2083,971,75.6,637567,6,152570,785,839
1013,901,67.6,268969,11,139580,615,711
3000,1665,68.0,316586,7,192215,1183,1278
1581,1323,84.7,157692,9,239208,1217,1109
2144,1074,78.1,753255,7,90013,858,874
2629,1867,75.5,289522,8,132308,1638,1554
2013,1616,81.5,454848,11,152711,1082,1335
2781,1756,78.8,361760,10,154657,1361,1389
3000,1840,71.7,771148,11,210592,1568,1680
1715,1129,97.7,321235,5,152594,779,947
1000,811,83.9,640553,7,79753,606,628
3000,2141,79.0,695900,6,199268,1433,1815
2124,1015,73.9,393637,12,229845,858,861
1732,1138,85.6,352284,6,164933,1071,969
1953,1460,71.7,618377,8,176694,1311,1233
3000,1904,71.0,737285,9,103514,1794,1664
1353,1173,91.5,623551,5,113613,1060,943
3000,1775,78.2,243531,7,116155,1609,1377
3000,1509,71.9,719582,9,150380,1242,1271
3000,2023,78.0,359059,9,237425,1629,1459
1883,1265,84.8,494885,10,166312,976,1135
3000,1912,83.0,678634,10,108617,1712,1530
3000,2091,85.8,215644,7,121565,1473,1670
2587,1288,68.0,644847,7,142203,859,1050
1518,846,85.6,509237,7,184070,790,695
3000,2111,76.6,723206,7,152006,1375,1833
2773,1577,78.7,203819,6,143678,1487,1169
2861,1839,87.7,382891,11,173828,1597,1568
3000,1510,83.6,679647,11,117321,1130,1358
2034,1200,80.8,93847,9,88808,1031,889
3000,1780,62.1,160785,11,79273,1594,1448
2563,1909,77.6,793207,12,118970,1381,1777
1876,1049,71.7,281884,9,91029,924,938
2057,1190,83.7,782391,6,133860,1061,1006
1478,1134,85.9,211423,12,210263,822,919
1664,1428,75.6,339988,11,200352,946,1150
1652,936,72.7,622066,9,181912,666,814
3000,1682,90.5,553600,7,224188,1195,1571
2492,1487,73.2,498408,5,124362,996,1228
2194,1626,68.4,461527,11,229884,1411,1348
2797,1526,71.3,687277,12,144867,1166,1224
1655,1393,73.6,249163,10,145156,1275,1222
3000,2046,71.1,398579,12,145937,1485,1604
2289,1789,84.8,191926,12,92167,1406,1186
1526,1171,60.4,509078,10,245711,986,794
2293,1734,70.9,260392,9,99239,1584,1368
2737,1794,77.6,320366,5,134655,1448,1286
1389,1201,79.7,419301,10,130878,915,969
2174,1414,91.5,99275,11,88069,1287,1025
3000,2096,90.4,146195,5,101646,1557,1656
3000,1982,65.2,573869,12,82850,1336,1686
3000,1975,62.7,388858,6,126171,1547,1540
3000,1794,78.2,702649,8,226665,1589,1457
1788,1419,72.6,580164,9,134402,935,1216
1635,987,68.5,85833,6,96646,815,717
2244,1921,78.1,524033,6,187996,1591,1516
1096,930,79.8,147482,5,249405,864,674
2777,1604,71.3,642272,9,115657,1180,1318
3000,1994,73.0,793886,6,123925,1463,1854
3000,1735,71.9,462463,7,245073,1357,1397
3000,1785,74.7,571601,6,106286,1351,1346
2117,982,82.3,250866,7,164462,855,742
2056,1782,69.4,395070,8,116939,1501,1360
1405,1163,72.9,696389,7,238162,1021,905
1000,838,74.8,200545,7,246766,751,675
1690,1296,77.9,271186,5,217572,1201,903
3000,2172,80.2,400712,6,130087,1693,1711
3000,1781,94.3,592819,8,145610,1684,1618
1978,1720,82.6,350636,6,117403,1229,1293
3000,1521,82.8,747967,11,230883,1315,1376
3000,1984,75.9,148009,11,235048,1607,1546
1162,815,70.2,346979,7,148302,729,633
1531,1292,73.8,590447,10,189893,1025,1089
2485,1931,72.3,242710,7,103972,1709,1294
2099,1693,81.1,552617,6,151114,1573,1472
1372,1110,64.8,198236,12,185512,965,744
2569,1538,82.7,120306,8,142446,1358,1288
2731,1993,77.1,167131,10,137580,1336,1590
2009,1345,83.9,749589,8,75175,957,1182
2655,1213,72.2,477261,5,215751,1143,1079
1945,1050,70.8,653369,7,230634,901,936
3000,1558,74.7,319511,7,244656,1275,1308
2468,1964,74.6,506714,11,200872,1493,1572
3000,2097,84.5,436366,5,171039,1391,1644
3000,1862,84.4,760931,11,122125,1416,1706
1910,1613,93.2,618254,6,249877,1290,1381
1000,828,74.0,605991,7,178207,591,682
3000,1757,55.0,113374,6,194202,1233,1280
2304,1276,74.7,475762,8,194421,1024,1018
1733,1117,79.8,416234,10,222919,922,836
1711,1044,83.7,748046,10,76693,754,940
2409,1547,80.4,265286,10,113543,1278,1223
1685,1496,74.0,274280,11,191468,1376,1149
1573,1071,91.7,376169,9,231651,848,785
2670,2062,69.7,255226,5,194934,1871,1561
1421,1176,75.8,173012,10,147361,1092,825
2292,1065,69.4,697339,7,138272,722,872
3000,1725,78.2,481959,5,204141,1171,1464
3000,1720,90.7,700181,8,204717,1364,1498
3000,2182,76.9,678417,8,181235,1803,1803
1745,1139,76.9,283070,11,126007,886,870
1616,1188,64.4,474371,8,236902,889,902
1660,1376,75.7,139917,8,171579,1159,1150
1040,802,87.2,738981,12,213336,522,728
3000,1965,76.0,371069,9,112504,1848,1529
2168,1175,75.5,363447,12,135207,846,961
1911,1123,86.8,297984,6,228051,1039,915
1533,945,75.5,411678,6,83769,645,773
2309,1092,88.3,261267,12,164655,788,911
1453,1231,67.7,349894,10,159298,887,849
2119,1504,83.4,655962,9,206465,1427,1267
2596,1748,91.2,680664,11,124331,1139,1512
2714,1384,86.1,299011,6,113337,1165,1264
2626,1198,63.1,417690,12,237073,1091,1140
2205,1616,72.9,709150,11,175049,1376,1412
3000,2167,76.1,117925,11,93321,1644,1602
3000,1763,86.1,720184,8,108781,1653,1580
2644,1963,67.3,237813,6,249795,1802,1311
1518,986,69.8,568548,5,109232,769,763
1334,860,65.2,499437,10,181833,707,623
3000,1738,71.4,478117,6,148522,1634,1442
1960,1509,68.0,698739,5,229980,1426,1124
3000,1606,90.8,153132,7,207155,1261,1262
3000,2142,72.8,329860,5,179466,1937,1645
3000,2125,83.5,467542,5,76879,1574,1705
3000,2167,78.1,664128,8,228964,1650,1752
1406,810,78.0,235839,8,152817,567,654
3000,1885,73.3,658109,10,238026,1344,1464
2034,1025,84.2,367740,8,161719,868,935
3000,1976,79.2,216018,5,196489,1587,1419
1589,1363,78.8,626470,9,87126,980,1127
2924,1571,73.3,145447,8,205402,1211,1269
2675,2133,74.6,450633,8,134149,1625,1770
2623,1684,82.7,125991,12,136488,1593,1403
3000,2066,79.8,336621,5,95765,1872,1454
3000,2189,79.0,512775,7,100700,1678,1672
3000,2153,72.0,480403,7,107508,1990,1728
3000,1930,93.6,371352,12,132436,1453,1670
1280,1025,74.2,388915,6,231095,872,863
2993,1624,77.8,243274,10,139446,1527,1263
1562,1017,76.5,408235,7,201763,780,766
2164,1736,93.6,766343,8,89481,1482,1451
1978,1552,75.7,692326,9,178442,1147,1467
2798,1305,74.9,184568,6,159331,953,1116
2187,1058,78.9,101442,10,246143,870,830
1789,853,72.5,752138,9,223086,805,789
3000,1870,78.9,459260,9,154595,1470,1479
2028,1526,97.0,467243,8,210650,1421,1345
2219,1488,80.4,642117,5,108782,1375,1123
3000,1922,80.1,306576,5,173409,1396,1541
3000,1843,72.3,426973,5,88058,1420,1549
1900,1218,91.7,777437,7,135916,1027,1038
2224,1489,93.5,563947,5,114526,1199,1287
2891,1649,84.8,190696,10,200809,1119,1280
1492,861,83.2,175923,12,160766,816,708
2514,1968,76.1,227071,8,206437,1724,1469
1643,1015,81.1,632032,12,165177,793,912
1370,802,71.3,292671,7,90135,670,577
1656,959,69.0,95400,10,203689,649,687
2103,1580,66.1,759806,5,220815,1262,1385
3000,1943,81.3,202194,10,233118,1806,1302
1908,1692,67.0,86882,12,175099,1555,1216
2849,1912,74.0,250735,9,206877,1436,1482
2209,1128,77.5,249221,8,206608,913,921
2372,1379,86.0,383844,8,102256,1185,1099
3000,2180,73.4,742681,12,103739,1639,1733
3000,2090,86.9,713013,10,87405,1399,1928
3000,1751,85.5,408964,6,130985,1404,1518
3000,2146,69.4,375848,12,157864,1782,1676
2737,1434,87.0,479607,8,249632,935,1077
3000,1787,75.7,255287,9,150424,1213,1442
3000,2018,74.0,117573,12,202092,1437,1588
2144,1720,75.8,756241,12,196344,1298,1408
2133,1537,78.0,214423,8,110784,1249,1042
3000,2155,74.7,222849,12,85239,1591,1670
1705,969,71.3,420171,6,170551,710,809
2198,1320,72.0,433962,8,197553,1202,1122
1189,839,79.1,93273,11,249694,582,649
2307,2084,76.7,186527,8,137757,1664,1520
2887,1754,82.2,352271,6,231864,1641,1468
2898,2049,78.4,572286,11,141838,1716,1593
3000,1783,78.6,244461,11,195647,1543,1311
2193,1947,82.7,384570,8,179694,1517,1539
3000,1774,89.4,481288,12,84271,1164,1651
1788,837,89.7,719787,10,88718,706,808
1456,1127,88.7,314771,7,78634,946,824
3000,2074,85.0,176162,11,139896,1417,1606
2400,1999,94.7,432276,10,205515,1577,1902
3000,1713,81.5,617640,8,105232,1584,1387
2137,1253,80.6,159099,5,181024,892,1068
1294,836,96.0,385772,5,125545,659,724
3000,2139,56.2,92805,7,214474,1686,1676
3000,1772,76.3,104163,11,214719,1583,1347
2099,1595,88.0,427726,8,210698,1431,1267
1993,1772,85.8,294702,9,166846,1555,1323
2851,1392,98.0,688477,11,124799,1057,1307
3000,1937,78.9,513551,8,216653,1301,1430
3000,1863,74.6,406832,5,107568,1406,1456
3000,2124,75.3,373713,6,125708,1814,1839
2037,1023,80.5,438017,7,107191,881,874
1757,1117,91.0,109116,6,192987,1049,927
2210,1148,91.1,722811,9,195091,902,918
1923,914,77.6,798778,8,189189,768,749
2589,1497,80.0,210671,12,147730,1215,1297
2787,2146,73.1,166676,9,92530,1492,1652
2600,1863,73.9,183376,6,234455,1469,1315
1106,839,86.4,555939,8,163853,682,721
2897,2112,90.8,556237,11,146220,1975,1738
2996,2085,72.4,690505,10,178044,1585,2009
1736,1015,79.9,621315,10,108738,958,892
3000,1970,76.1,403777,11,98196,1601,1512
1781,1135,84.9,521256,9,145967,820,998
3000,1991,74.9,575565,12,114764,1409,1827
1060,891,62.6,449170,10,117751,617,698
1378,1152,86.0,422469,12,231190,905,905
1766,1370,75.6,544470,12,167883,900,1135
2697,1615,76.4,481382,10,159607,1265,1283
2110,1580,81.5,543638,5,195659,1496,1256
1640,1162,80.8,521255,10,241521,989,881
2089,1356,81.6,597822,5,94635,1190,1174
3000,2168,65.0,542819,7,220869,1487,1595
2223,1993,82.5,454215,5,177203,1578,1636
2096,1155,62.7,570894,5,100579,850,906
1817,990,84.2,403627,6,127001,909,819
2416,1221,86.9,254003,12,159413,860,986
3000,1499,67.1,81021,12,195956,1181,1185
1000,806,80.6,483174,5,117456,666,659
1183,932,86.5,505272,5,168604,750,737
2813,1356,74.4,779875,6,194818,1219,1041
2607,1625,83.4,340264,5,153530,1169,1319
2685,1560,55.7,363776,10,226030,1191,1249
3000,1854,86.8,225296,11,227155,1646,1370
2464,1334,78.2,130785,5,157371,1078,961
2603,1225,75.9,636419,7,245262,944,1011
3000,1471,85.9,259770,5,88227,969,1011
2199,1162,91.8,518411,5,75588,1018,1017
1247,881,81.9,575197,7,141617,830,704
2388,1155,90.9,419290,11,180192,966,1004
2402,2081,65.6,710974,6,185110,1887,1560
1880,1388,83.3,399532,10,158378,1117,1270
2283,1094,76.9,285134,11,96855,787,816
2829,2047,71.7,725131,5,104837,1339,1622
2510,1869,62.6,700326,10,224126,1581,1645
2424,1936,82.9,198109,9,226884,1545,1400
3000,2056,85.0,98692,12,192932,1819,1635
1346,816,88.7,144790,10,191238,700,679
2135,1159,87.4,286314,6,179594,1097,847
2789,2046,71.8,780027,6,110512,1643,1626
3000,1665,88.3,482132,12,149944,1296,1441
2902,1499,89.2,348748,11,196782,1103,1295
1800,1247,75.9,719876,5,169019,989,978
2568,1655,78.2,406258,12,78252,1509,1513
1549,1164,70.5,306972,7,241872,771,924
3000,1474,89.8,757678,6,222843,1391,1346
3000,1807,65.9,691653,7,120595,1713,1551
3000,2149,82.3,687441,11,182880,1782,1667
1815,1266,73.2,448845,11,236567,949,1021
2378,1213,69.1,648396,9,91802,870,1019
2690,1385,63.0,209134,7,163030,1015,1046
3000,2056,76.3,492721,11,154843,1367,1713
3000,2047,67.9,788369,11,146786,1622,1519
2749,1793,78.5,289490,11,221228,1196,1452
1705,1371,92.2,651934,12,141613,1187,1163
2085,1134,79.6,433144,8,86141,864,811
3000,2045,94.0,108660,11,86522,1452,1683
1448,836,70.1,629374,11,82480,680,653
2374,1788,67.8,201370,7,146600,1685,1311
1782,1077,69.8,534661,6,200721,925,853
2914,2019,77.5,141678,7,110651,1610,1355
2693,1715,98.0,761745,7,188132,1514,1354
2322,1283,64.7,290041,8,195240,1118,1036
3000,2065,83.0,243055,8,119660,1895,1567
2910,2147,72.4,172978,12,180098,1527,1627
2365,1530,76.2,761122,5,194852,1389,1282
1384,991,67.9,592571,6,156657,734,705
2426,1840,85.0,613996,11,133925,1715,1520
2595,1323,77.6,439571,12,183352,972,1104
3000,1717,86.7,421804,5,246123,1593,1550
1809,1200,79.4,159215,11,149697,1127,890
3000,1685,62.5,483086,11,143554,1169,1435
3000,1504,86.8,257780,8,156247,1417,1226
1667,821,61.9,783545,11,88338,555,657
1656,1273,63.0,653538,11,171804,911,1000
3000,1943,70.7,377354,7,132522,1522,1612
1528,1009,70.8,188966,8,96249,957,812
1628,1105,89.2,645439,9,156595,880,914
2446,2093,76.6,167879,7,75592,1706,1618
2457,1503,88.0,216320,5,145312,1290,1105
1813,1486,73.5,232295,7,93504,1398,1118
1489,1084,80.5,480961,12,79251,959,875
2195,1515,81.8,646681,9,219283,1087,1346
3000,1562,83.6,306307,8,235344,1157,1308
3000,2050,74.3,140962,6,111343,1393,1479
2503,1747,75.0,414468,11,169377,1473,1365
2413,1180,75.6,618639,10,123643,831,1004
2572,1259,64.8,239598,6,161376,916,962
3000,1830,77.3,238346,6,151410,1677,1398
1044,828,74.9,762003,11,122084,619,687
3000,1706,82.6,766991,8,197569,1399,1593
3000,1856,78.7,793135,6,97136,1428,1533
3000,1678,88.7,661515,9,84288,1128,1478
1286,878,78.6,215493,11,209343,666,802
2882,1746,73.5,232627,8,191538,1349,1289
2277,1258,78.5,324962,12,162242,1156,1046
2275,1369,83.8,309055,6,156863,1023,1109
1894,1537,63.8,768700,11,162047,1174,1276
3000,2108,72.3,648133,10,151479,1865,1756
2607,1315,72.4,601286,5,143756,1154,1026
3000,1922,81.3,213894,8,162446,1710,1546
1496,1196,82.2,734858,8,167490,1120,897
1800,838,78.8,676067,7,196083,745,789
3000,2094,58.2,197822,12,199461,1617,1775
3000,1686,64.8,707243,11,141085,1511,1395
3000,1596,76.1,276018,6,147370,1281,1344
1905,956,74.0,138226,5,140397,701,721
3000,1898,78.0,552912,11,168894,1406,1590
2431,1683,74.2,550739,10,154337,1207,1327
3000,1953,90.3,148351,9,230679,1354,1633
2207,1773,59.6,309573,8,196863,1251,1287
3000,1907,80.4,794826,9,232265,1276,1720
3000,1845,84.6,568467,9,199099,1691,1550
3000,1648,83.6,605654,9,244924,1531,1403
2131,1547,84.3,233300,12,186254,1278,1128
3000,1788,85.4,136723,7,243621,1613,1406
1054,820,73.2,279369,11,102680,578,597
1277,1102,69.2,259207,9,84184,1014,846
3000,1668,61.7,248872,6,176347,1338,1432
1433,883,75.1,218783,6,247111,592,620
3000,2080,71.8,493824,5,148081,1440,1629
2083,1369,87.3,316235,5,112108,1017,1044
2227,1733,75.7,670648,10,166270,1149,1355
3000,1985,69.8,212442,9,188540,1474,1453
3000,1986,68.5,414531,9,130156,1327,1725
2365,1808,93.9,89834,7,200085,1303,1562
3000,1592,77.8,426811,11,245645,1162,1241
2645,1591,71.7,120204,9,231969,1509,1254
3000,2094,79.0,783961,9,126027,1509,1692
2075,1291,93.2,649226,12,132177,932,1089
2026,1007,74.9,432880,11,140020,862,735
3000,1883,83.5,142343,9,144047,1709,1681
2311,1229,87.5,506561,8,92556,942,1104
2169,1784,62.9,626310,8,208343,1628,1366
3000,2132,72.9,217316,12,138934,1603,1706
2424,1319,86.5,489110,12,228968,935,1102
2595,1390,72.4,666232,7,237215,1041,1228
2774,1850,81.3,633138,12,79275,1541,1548
2063,998,71.9,658154,7,247988,759,828
2251,1186,74.4,713113,12,199254,1010,989
1405,1148,73.5,755131,12,166069,828,1008
2724,1759,83.1,371975,6,143167,1513,1602
3000,1492,79.6,489514,7,165741,1125,1217
1356,1177,78.8,649275,10,131809,926,961
3000,1698,98.0,581941,6,183970,1388,1452
3000,1715,91.9,796775,12,91272,1468,1564
2380,1326,62.2,89848,11,183696,957,992
2762,1976,74.5,335696,9,123185,1780,1523
2106,1533,97.4,282340,12,78086,1328,1278
2147,1005,73.4,268867,7,171724,724,709
1791,1254,94.7,240221,10,176228,1182,986
3000,2096,74.6,590569,7,149650,1780,1499
3000,2059,76.1,141027,12,87650,1618,1561
1654,1320,84.9,613958,7,231335,920,1029
2019,1816,77.3,579267,6,182000,1471,1514
2981,1755,82.0,260579,11,95250,1228,1359
3000,1525,90.6,262040,11,164413,1188,1243
2730,1813,84.1,532780,6,162020,1401,1293
1941,1300,79.1,628763,12,85570,1126,1171
1354,916,91.4,711070,5,181200,648,728
1982,1185,85.0,693540,6,216457,1062,976
3000,2167,72.1,774716,6,206076,1621,1880
2860,1383,93.8,498597,8,110520,1083,1238
1977,1194,83.1,734232,12,225901,1053,978
3000,1887,76.3,662130,7,134945,1581,1620
1903,1520,61.8,724161,6,240639,1128,1132
1900,871,67.0,88371,7,87556,667,673
1475,1073,91.6,775450,7,160087,796,882
2530,2143,91.9,420942,8,179497,1775,1638
2080,1137,78.7,654692,12,118339,853,984
3000,2189,63.8,171587,7,209992,1899,1550
2189,1406,69.3,365078,10,184707,1158,1261
1510,965,65.0,275452,6,78169,669,705
1590,810,64.7,289994,7,181465,602,584
2794,2124,94.2,168744,5,161009,1522,1560
3000,1528,94.5,660150,5,109305,1172,1319
2902,1600,69.0,86654,8,249256,1288,1227
1406,901,77.9,305004,10,232003,723,736
2531,1578,67.7,205576,11,126189,1383,1302
1400,1013,77.9,504108,11,169687,716,750
3000,1911,91.1,263062,6,130388,1785,1619
1997,1200,86.6,266479,12,210712,903,931
2015,1387,84.5,431603,8,237808,1026,1158
2964,1688,76.4,549936,5,137795,1444,1522
3000,1869,88.1,167339,10,215977,1667,1422
2196,1391,83.2,206368,6,162221,1062,1028
3000,2133,81.2,257966,7,144401,1864,1560
2824,1909,77.1,781099,6,239224,1747,1571
1034,891,80.5,365950,9,164321,784,764
1950,1472,80.3,511273,6,156797,972,1104
2361,1513,73.7,253911,7,192676,1359,1137
2328,1735,71.8,433131,9,120716,1531,1466
1145,1041,70.0,133366,11,131839,886,819
1687,801,70.5,105014,10,238108,703,605
2077,1024,76.5,417488,8,193743,966,829
3000,1600,75.2,367035,10,219662,1247,1379
1783,1388,73.0,178554,6,122445,930,1153
1128,915,72.4,575073,11,170163,721,828
2016,1717,80.3,794891,8,244994,1140,1568
3000,1926,89.0,364866,6,130773,1422,1493
2107,993,77.9,529682,5,103083,820,908
3000,1989,77.4,773343,5,164405,1478,1590
2056,1670,70.5,678705,7,142869,1429,1220
1479,889,76.2,413758,11,102926,797,734
1367,921,87.5,610992,12,230496,715,860
1425,942,86.3,172257,11,248377,867,785
3000,1793,85.7,448715,12,174502,1208,1505
1711,905,85.5,280923,10,210568,816,756
2060,1686,81.5,196038,5,225332,1515,1327
1398,1227,81.2,386922,9,197672,916,988
3000,2128,80.0,174330,9,82727,1574,1626
1513,1116,74.7,583269,11,102586,828,883
1662,1434,78.7,408493,11,87423,1281,1163
1058,808,79.7,462424,6,76729,727,640
1798,1573,83.1,185391,11,128549,1178,1233
2903,1896,78.8,180636,8,143662,1569,1574
